name,total_shipped,genres,themes,game_engines,age_ratings
bastion,6.24,"['role-playing (rpg)', 'adventure', 'indie']","['action', 'fantasy']",microsoft xna,e10
batora: lost haven,6.6,"['shooter', 'role-playing (rpg)', ""hack and slash/beat 'em up""]","['action', 'fantasy', 'science fiction', 'drama']",unreal engine 4,t
battle chef brigade,0.22,"['platform', 'puzzle', 'role-playing (rpg)', 'simulator', ""hack and slash/beat 'em up"", 'adventure', 'indie']","['action', 'fantasy']",unity,e10
battle princess madelyn,1.0,"['platform', 'adventure', 'indie', 'arcade']","['action', 'fantasy']",unity,e10
battlefield 1943,11.0,['shooter'],"['action', 'historical', 'warfare']",frostbite,t
bit dungeon ii,1.2,"['role-playing (rpg)', 'adventure', 'indie']",['action'],flashpunk,t
black book,0.12,"['puzzle', 'role-playing (rpg)', 'strategy', 'adventure', 'indie']","['action', 'horror', 'historical']",unity,t
black desert,0.29,"['role-playing (rpg)', ""hack and slash/beat 'em up"", 'adventure']","['action', 'fantasy', 'historical', 'sandbox', 'open world']",black desert engine,t
black the fall,0.38,"['platform', 'puzzle', 'adventure', 'indie']","['action', 'science fiction', 'horror', 'historical', 'stealth']",unity,t
blackguards,0.35,"['role-playing (rpg)', 'strategy', 'turn-based strategy (tbs)', 'indie']","['action', 'fantasy']",unity,m
boomerang x,3.3,"['shooter', ""hack and slash/beat 'em up"", 'adventure', 'indie', 'arcade']","['action', 'science fiction']",unity,e10
borderlands 3,0.12,"['shooter', 'role-playing (rpg)']","['action', 'fantasy', 'comedy', 'open world']",unreal engine 4,m
bound,0.7,"['platform', 'puzzle', 'adventure']","['action', 'fantasy', 'drama', 'mystery']",custom built engine,e10
call of duty: vanguard,0.1,['shooter'],"['action', 'warfare']",iw engine,m
call of the sea,1.0,"['puzzle', 'adventure', 'indie']","['historical', 'mystery']",unreal engine 4,t
chroma squad,0.45,"['role-playing (rpg)', 'simulator', 'strategy', 'turn-based strategy (tbs)', 'adventure', 'indie']","['action', 'fantasy', 'comedy']",unity,t
chromagun,0.02,"['shooter', 'puzzle', 'adventure', 'indie', 'arcade']","['action', 'science fiction', 'comedy']",unity,e10t
chronos: before the ashes,0.2,"['role-playing (rpg)', 'adventure', 'arcade']","['action', 'fantasy', 'mystery']",unreal engine 4,t
cinders,3.0,"['role-playing (rpg)', 'adventure', 'indie', 'visual novel']","['fantasy', 'historical', 'drama', 'mystery']",gamemaker: studio,t
circuit superstars,1.0,"['racing', 'simulator', 'sport', 'arcade']",['action'],unity3d,e
citadel: forged with fire,0.01,"['shooter', 'role-playing (rpg)', 'adventure', 'indie']","['action', 'fantasy', 'sandbox']",unreal engine,t
cities: skylines ii,0.5,"['simulator', 'strategy']",['sandbox'],unity,e
cosmic star heroine,50.0,"['role-playing (rpg)', 'adventure', 'indie']","['fantasy', 'science fiction']",unity,t
cosmonious high,10.0,"['role-playing (rpg)', 'simulator', 'adventure']","['action', 'comedy', 'sandbox']",unity,e10
counter-strike 2,0.25,"['shooter', 'tactical']","['action', 'warfare']",source 2,m
crackdown 3,0.28,['shooter'],"['action', 'science fiction', 'open world']",unreal engine,m
crash bandicoot 4: it's about time,20.0,['platform'],"['action', 'fantasy', 'science fiction', 'comedy']",unreal engine 4,e10
dandara,5.0,"['platform', 'adventure', 'indie', 'arcade']","['action', 'fantasy']",unity,e10
deathloop,0.22,"['shooter', 'adventure']","['action', 'science fiction', 'stealth']",void engine,m
deathtrap,0.12,"['role-playing (rpg)', 'strategy', 'adventure', 'indie']",['action'],coretech 3,m
decay of logos,1.0,"['role-playing (rpg)', 'adventure', 'indie']","['action', 'fantasy', 'open world']",unity,t
deep rock galactic,2.5,"['shooter', 'adventure', 'indie']","['action', 'science fiction']",unreal engine 4,t
deliver us the moon,0.5,"['simulator', 'adventure', 'indie']","['action', 'science fiction', 'survival', 'mystery']",unreal engine,t
dirt 5,5.05,"['racing', 'simulator', 'sport', 'adventure']",['action'],ego engine,e
disc jam,0.3,"['sport', 'indie', 'arcade']","['action', 'party']",unreal engine,e
dragon ball z: kakarot,0.7,"['role-playing (rpg)', ""hack and slash/beat 'em up"", 'adventure']","['action', 'fantasy', 'science fiction']",unreal engine 4,t
draugen,0.73,"['puzzle', 'adventure', 'indie']","['action', 'fantasy', 'horror', 'historical', 'mystery']",unreal engine 4,m
eastward,0.5,"['role-playing (rpg)', 'adventure', 'indie']","['action', 'science fiction']",moai,t
edengate: the edge of life,0.05,"['puzzle', 'adventure']","['drama', 'mystery']",unreal engine 4,t
eiyuden chronicle: rising,5.0,"['role-playing (rpg)', 'adventure', 'indie']","['action', 'fantasy']",unity,e10
exoprimal,0.13,"['shooter', ""hack and slash/beat 'em up""]","['action', 'science fiction']",re engine,m
f1 2021,52.5,"['racing', 'simulator', 'sport']",['action'],ego engine,e
f1 manager 2022,0.12,"['racing', 'simulator', 'sport', 'strategy']",['business'],unreal engine,e
fable anniversary,1.0,"['role-playing (rpg)', 'adventure']","['action', 'fantasy', 'historical', 'comedy', 'open world']",unreal engine,m
fifa 21,4.5,"['simulator', 'sport']",['non-fiction'],frostbite,e
fifa 22,1.0,"['simulator', 'sport']","['action', 'non-fiction']",frostbite,e
fighting ex layer,0.14,"['fighting', 'arcade']",['action'],unreal engine,t
figment,2.0,"['music', 'platform', 'puzzle', 'adventure', 'indie']","['action', 'fantasy', 'comedy']",unity,e10
final fantasy vii remake intergrade,2.0,"['role-playing (rpg)', 'adventure']","['action', 'fantasy', 'science fiction']",unreal engine,t
forspoken,1.0,"['role-playing (rpg)', 'adventure']","['action', 'fantasy', 'open world']",luminous studio,m
fox n forests,0.02,"['platform', 'role-playing (rpg)', 'adventure', 'indie', 'arcade']","['action', 'fantasy']",unity,e10
gears 5,0.06,"['shooter', 'adventure']",['action'],unreal engine 4,m
gears tactics,0.27,"['strategy', 'turn-based strategy (tbs)', 'tactical']","['action', 'warfare']",unreal engine 4,m
gelly break,8.0,"['platform', 'puzzle', 'adventure', 'arcade']",['action'],unreal 4,e
generation zero,4.0,"['shooter', 'adventure']","['action', 'open world']",apex,t
genesis,0.97,"['strategy', 'moba']","['action', 'science fiction']",unreal 4,t
genesis alpha one,11.0,"['shooter', 'role-playing (rpg)', 'simulator', 'adventure', 'indie']","['action', 'science fiction', 'survival']",unreal engine,m
genshin impact,0.18,"['role-playing (rpg)', 'adventure']","['action', 'fantasy', 'open world']",unity,t
geometry dash,0.15,"['music', 'platform', 'adventure', 'indie', 'arcade']","['action', 'science fiction']",cocos2d-x,e
georifters,1.0,"['platform', 'puzzle', 'adventure', 'indie']","['action', 'party']",unreal engine 4,e
greedfall,0.12,"['role-playing (rpg)', 'strategy', 'adventure']","['action', 'fantasy', 'mystery']",silk engine,m
grid legends,0.13,"['racing', 'simulator', 'sport']",['action'],ego engine,e10
grime,57.7,"['platform', 'role-playing (rpg)', 'adventure', 'indie']","['action', 'fantasy']",unity3d,t
headliner: novinews,1.0,"['role-playing (rpg)', 'simulator', 'adventure', 'indie', 'visual novel']",['educational'],unity3d,t
heart of the woods,1.5,"['adventure', 'indie', 'visual novel']","['fantasy', 'mystery', 'romance']",ren'py visual novel engine,m
hello neighbor 2,32.7,"['puzzle', 'strategy', 'adventure', 'indie']","['action', 'horror', 'stealth']",unreal engine 4,e10
ion fury,0.1,"['shooter', 'indie']","['action', 'science fiction']",build,m
island saver,0.1,"['shooter', 'adventure']","['action', 'educational', 'kids', 'open world']",unity,e10
katana zero,0.35,"['platform', 'strategy', 'adventure', 'indie', 'arcade']",['action'],custom built engine,m
kena: bridge of spirits,3.0,"['adventure', 'indie']","['action', 'fantasy']",unreal engine 4,t
kentucky route zero: tv edition,0.56,"['point-and-click', 'adventure', 'indie']","['thriller', 'drama', 'mystery']",unity,t
kerbal space program,0.03,"['simulator', 'indie']","['science fiction', 'sandbox', 'educational', 'open world']",unity,e
lornsword winter chronicle,0.3,"['real time strategy (rts)', 'strategy', 'indie']","['action', 'fantasy', 'warfare']",unity3d,t
lost ark,0.03,"['role-playing (rpg)', ""hack and slash/beat 'em up"", 'adventure']","['action', 'fantasy']",unreal engine 3,m
lost ember,1.5,"['adventure', 'indie']","['action', 'fantasy']",unreal engine 4,e10
lost in random,0.1,"['role-playing (rpg)', 'adventure']","['action', 'fantasy']",unity,e10
nickelodeon all-star brawl,7.5,"['fighting', 'arcade']","['action', 'comedy', 'kids', 'party']",unity,e10
nidhogg 2,1.4,"['fighting', 'indie', 'arcade']","['action', 'party']",gamemaker: studio,t
night in the woods,4.0,"['platform', 'adventure', 'indie']","['fantasy', 'drama']",unity,t
natural selection 2,12.0,"['shooter', 'puzzle', 'real time strategy (rts)', 'strategy', 'indie']","['action', 'science fiction', 'horror', 'survival']",spark,m
nba 2k21,4.0,"['simulator', 'sport']","['action', 'business', 'non-fiction']",eco-motion engine,e
paladins,0.16,"['shooter', 'strategy']","['action', 'fantasy', 'science fiction']",unreal engine 3,t
pan-pan,4.2,"['puzzle', 'adventure', 'indie']",['fantasy'],unity,e10
pankapu,2.3,"['platform', 'role-playing (rpg)', 'adventure', 'indie']","['action', 'fantasy']",unity,e
"papers, please",0.28,"['point-and-click', 'puzzle', 'simulator', 'indie']",['thriller'],openfl,m
pillars of eternity: complete edition,0.14,"['role-playing (rpg)', 'strategy', 'adventure', 'indie']",['fantasy'],unity,m
pixel piracy,13.97,"['platform', 'role-playing (rpg)', 'simulator', 'strategy', 'adventure', 'indie']","['action', 'sandbox', 'open world']",unity,t
prodeus,0.18,"['shooter', 'adventure', 'indie']","['action', 'science fiction', 'horror']",unity,m
real boxing,55.0,"['fighting', 'sport']",['action'],unreal engine,t
rebel galaxy outlaw,1.0,"['shooter', 'role-playing (rpg)', 'adventure', 'indie']","['action', 'science fiction']",ogre,t
recompile,0.24,"['shooter', 'platform', 'adventure', 'indie']","['action', 'science fiction']",unity 2019,t
rick and morty: virtual rick-ality,0.6,"['puzzle', 'simulator', 'adventure', 'indie']","['action', 'science fiction', 'comedy', 'sandbox']",unity,m
riddled corpses ex,1.0,"['shooter', 'role-playing (rpg)', 'adventure', 'indie', 'arcade']",['action'],game maker studio,t
riders republic,4.0,"['racing', 'simulator', 'sport']","['action', 'open world']",ubisoft anvil,t
roots of pacha,0.12,"['role-playing (rpg)', 'simulator', 'indie']","['sandbox', 'romance']",unity3d,rp
ruiner,4.1,"['shooter', 'strategy', 'adventure', 'indie']","['action', 'science fiction']",unreal engine,m
scorn,5.0,"['puzzle', 'adventure', 'indie']","['action', 'horror']",unreal engine 4,m
scott pilgrim vs. the world: the game - complete edition,1.65,"['fighting', ""hack and slash/beat 'em up"", 'adventure']","['action', 'comedy']",oynx game solutions,t
scrap garden,0.53,"['platform', 'puzzle', 'adventure', 'indie']","['action', 'science fiction']",unity,e
screencheat,0.23,"['shooter', 'indie']","['action', 'comedy', 'party']",unity,e10t
sea of solitude,3.0,"['adventure', 'indie']","['action', 'fantasy', 'drama']",unity 2018,t
sea of stars,0.11,"['role-playing (rpg)', 'turn-based strategy (tbs)', 'adventure', 'indie']","['fantasy', 'open world']",unity,e10
sherlock holmes: chapter one,0.6,"['adventure', 'indie']","['action', 'thriller', 'open world', 'mystery']",unreal engine,m
shin megami tensei v,3.18,"['role-playing (rpg)', 'turn-based strategy (tbs)', 'adventure']",['fantasy'],unreal engine,m
shoppe keep,1.5,"['role-playing (rpg)', 'simulator', 'strategy', 'adventure', 'indie']","['historical', 'comedy', 'business', 'sandbox']",unity,t
sniper elite iii: ultimate edition,0.2,"['shooter', 'simulator', 'tactical', 'adventure']","['action', 'historical', 'stealth', 'warfare']",asura engine,m
sniper elite vr,4.0,"['shooter', 'adventure']","['action', 'warfare']",asura engine,m
sniper ghost warrior contracts 2,4.58,"['shooter', 'tactical']","['action', 'historical', 'stealth', 'warfare']",cryengine v,m
so many me,0.2,"['platform', 'puzzle', 'strategy', 'indie']","['action', 'fantasy']",unity,e
spellbreak,0.33,"['shooter', 'role-playing (rpg)', 'adventure']",['action'],unreal engine,t
starfield,0.25,"['shooter', 'role-playing (rpg)', 'adventure']","['action', 'science fiction', 'sandbox', 'open world']",creation engine 2,m
starpoint gemini warlords,0.26,"['real time strategy (rts)', 'role-playing (rpg)', 'simulator', 'strategy', 'tactical', 'indie']","['action', 'science fiction', 'sandbox', 'open world', 'warfare', '4x (explore, expand, exploit, and exterminate)']",whale 2,t
steamworld quest: hand of gilgamech,0.03,"['role-playing (rpg)', 'strategy', 'turn-based strategy (tbs)', 'adventure']","['fantasy', 'science fiction']",custom built engine,e10
summertime madness,0.44,"['puzzle', 'adventure', 'indie']","['kids', 'mystery']",unity,e
sundered,0.22,"['platform', 'adventure', 'indie']","['action', 'fantasy', 'horror']",unity,e10
syberia: the world before,11.64,"['point-and-click', 'puzzle', 'adventure']",['mystery'],unity,t
tacoma,0.0,"['adventure', 'indie']","['science fiction', 'drama', 'mystery']",unity,m
tales from the borderlands,0.43,"['point-and-click', 'puzzle', 'adventure']","['action', 'science fiction', 'comedy']",telltale tool,m
tales of arise,44.5,"['role-playing (rpg)', 'adventure']","['action', 'fantasy']",unreal engine 4,t
the almost gone,2.0,"['point-and-click', 'puzzle', 'simulator', 'adventure', 'indie']","['fantasy', 'mystery']",unity 2017,t
the aquatic adventure of the last human,0.63,"['shooter', 'adventure', 'indie']","['action', 'survival']",gamemaker: studio,t
the artful escape,18.0,"['music', 'platform', 'adventure', 'indie']","['action', 'science fiction']",unreal engine 4,e10
the eyes of ara,0.15,"['point-and-click', 'puzzle', 'adventure', 'indie']",['mystery'],unity,e
the falconeer,0.26,"['shooter', 'role-playing (rpg)', 'simulator', 'adventure', 'indie']","['action', 'fantasy', 'open world']",unity3d,t
the flame in the flood,0.01,"['adventure', 'indie']","['action', 'survival']",unreal engine,t
the forest,0.11,"['puzzle', 'simulator', 'adventure', 'indie']","['action', 'horror', 'survival', 'open world']",unity,m
the forgotten city,0.24,"['role-playing (rpg)', 'adventure', 'indie']","['fantasy', 'historical', 'drama', 'mystery']",unreal engine 4,t
the great ace attorney chronicles,20.57,"['puzzle', 'adventure', 'visual novel']","['historical', 'mystery']",mt framework,t
the medium,0.03,['adventure'],"['action', 'horror', 'thriller', 'mystery']",unreal engine 4,m
the murder of sonic the hedgehog,0.14,"['point-and-click', 'simulator', 'indie', 'visual novel']",['mystery'],unity 2021,e
the next penelope,1.0,"['shooter', 'racing', 'adventure', 'indie', 'arcade']","['action', 'science fiction']",construct 2,e
the occupation,1.0,"['adventure', 'indie']","['thriller', 'stealth', 'mystery']",unreal engine,t
the wardrobe,2.81,"['point-and-click', 'adventure', 'indie']",['comedy'],unity,m
the way,0.38,"['platform', 'puzzle', 'adventure', 'indie']","['action', 'science fiction']",custom built engine,t
thea: the awakening,2.4,"['role-playing (rpg)', 'simulator', 'strategy', 'turn-based strategy (tbs)', 'adventure', 'indie', 'card & board game']","['fantasy', 'survival', '4x (explore, expand, exploit, and exterminate)']",unity,t
theseus,1.9,"['adventure', 'indie']",['action'],unreal engine 4,t
they bleed pixels,10.0,"['platform', 'puzzle', ""hack and slash/beat 'em up"", 'adventure', 'indie', 'arcade']","['action', 'horror']",xna game studio,t
tony hawk's pro skater hd,1.0,"['sport', 'arcade']",['action'],unreal engine,t
torchlight iii,1.0,"['role-playing (rpg)', 'adventure', 'indie']","['action', 'fantasy']",unreal engine 4,t
tunic,0.01,"['puzzle', 'role-playing (rpg)', 'adventure', 'indie']","['action', 'fantasy']",unity,e10
turmoil,0.14,"['simulator', 'strategy', 'indie']",['business'],gamemaker: studio,e
turnip boy commits tax evasion,0.21,"['puzzle', 'role-playing (rpg)', 'adventure', 'indie']","['action', 'fantasy', 'comedy']",unity,e10
valheim,1.0,"['role-playing (rpg)', 'adventure', 'indie']","['action', 'survival']",unity,t
valiant hearts: the great war,2.2,"['platform', 'puzzle', 'adventure']","['historical', 'educational', 'warfare']",ubiart framework,t
valorant,0.0,"['shooter', 'tactical']","['action', 'fantasy', 'science fiction']",unreal engine 4,t
vambrace: cold soul,0.18,"['role-playing (rpg)', 'strategy', 'turn-based strategy (tbs)', 'adventure', 'indie']",['fantasy'],unity,t
wasteland 3,0.1,"['role-playing (rpg)', 'strategy', 'turn-based strategy (tbs)', 'tactical', 'adventure']","['action', 'science fiction', 'survival']",unity,m
wo long: fallen dynasty,0.17,"['role-playing (rpg)', 'adventure']","['action', 'fantasy']",katana engine,m
wolcen: lords of mayhem,0.25,"['role-playing (rpg)', ""hack and slash/beat 'em up"", 'adventure', 'indie']","['action', 'fantasy', 'horror', 'historical']",cryengine,m
wolfenstein: cyberpilot,5.0,"['shooter', 'simulator']",['action'],id tech 6,m
wolfenstein: youngblood,0.01,"['shooter', 'adventure']","['action', 'science fiction']",id tech 6,m
